,players,over_lines,over_odds,under_lines,under_odds,bet_type,home_tm,away_tm
0,Andres Gimenez,0.5,+550,0.5,−1100,Home Runs,CLE Guardians,DET Tigers
1,Andy Ibanez,0.5,+450,0.5,−800,Home Runs,CLE Guardians,DET Tigers
2,Bo Naylor,0.5,+380,0.5,−650,Home Runs,CLE Guardians,DET Tigers
3,Brayan Rocchio,0.5,+700,0.5,−1800,Home Runs,CLE Guardians,DET Tigers
4,Carson Kelly,0.5,+550,0.5,−1000,Home Runs,CLE Guardians,DET Tigers
5,Estevan Florial,0.5,+450,0.5,−800,Home Runs,CLE Guardians,DET Tigers
6,Jake Rogers,0.5,+360,0.5,−575,Home Runs,CLE Guardians,DET Tigers
7,Javier Baez,0.5,+450,0.5,−800,Home Runs,CLE Guardians,DET Tigers
8,Jose Ramirez,0.5,+320,0.5,−500,Home Runs,CLE Guardians,DET Tigers
9,Josh Naylor,0.5,+330,0.5,−525,Home Runs,CLE Guardians,DET Tigers
10,Kyle Manzardo,0.5,+360,0.5,−575,Home Runs,CLE Guardians,DET Tigers
11,Matt Vierling,0.5,+550,0.5,−1100,Home Runs,CLE Guardians,DET Tigers
12,Riley Greene,0.5,+500,0.5,−900,Home Runs,CLE Guardians,DET Tigers
13,Ryan Vilade,0.5,+700,0.5,−1800,Home Runs,CLE Guardians,DET Tigers
14,Spencer Torkelson,0.5,+295,0.5,−450,Home Runs,CLE Guardians,DET Tigers
15,Tyler Freeman,0.5,+650,0.5,−1400,Home Runs,CLE Guardians,DET Tigers
16,Wenceel Perez,0.5,+550,0.5,−1100,Home Runs,CLE Guardians,DET Tigers
17,Will Brennan,0.5,+600,0.5,−1200,Home Runs,CLE Guardians,DET Tigers
18,Andres Gimenez,,+1200,,−10000,1st Home Run,CLE Guardians,DET Tigers
19,Andy Ibanez,,+900,,−3000,1st Home Run,CLE Guardians,DET Tigers
20,Bo Naylor,,+1000,,−5000,1st Home Run,CLE Guardians,DET Tigers
21,Brayan Rocchio,,+1700,,,1st Home Run,CLE Guardians,DET Tigers
22,Carson Kelly,,+1300,,,1st Home Run,CLE Guardians,DET Tigers
23,Estevan Florial,,+1000,,−5000,1st Home Run,CLE Guardians,DET Tigers
24,Jake Rogers,,+850,,−2500,1st Home Run,CLE Guardians,DET Tigers
25,Javier Baez,,+1200,,−10000,1st Home Run,CLE Guardians,DET Tigers
26,Jose Ramirez,,+850,,−2500,1st Home Run,CLE Guardians,DET Tigers
27,Josh Naylor,,+850,,−2500,1st Home Run,CLE Guardians,DET Tigers
28,Kyle Manzardo,,+1000,,−5000,1st Home Run,CLE Guardians,DET Tigers
29,Matt Vierling,,+1100,,−10000,1st Home Run,CLE Guardians,DET Tigers
30,Riley Greene,,+1100,,−8000,1st Home Run,CLE Guardians,DET Tigers
31,Ryan Vilade,,+1500,,,1st Home Run,CLE Guardians,DET Tigers
32,Spencer Torkelson,,+750,,−2000,1st Home Run,CLE Guardians,DET Tigers
33,Tyler Freeman,,+1500,,,1st Home Run,CLE Guardians,DET Tigers
34,Wenceel Perez,,+1100,,−10000,1st Home Run,CLE Guardians,DET Tigers
35,Will Brennan,,+1300,,,1st Home Run,CLE Guardians,DET Tigers
36,Andres Gimenez,0.5,−260,0.5,+190,Hits,CLE Guardians,DET Tigers
37,Andy Ibanez,1.5,+165,1.5,−230,Hits,CLE Guardians,DET Tigers
38,Bo Naylor,0.5,−165,0.5,+125,Hits,CLE Guardians,DET Tigers
39,Brayan Rocchio,0.5,−190,0.5,+140,Hits,CLE Guardians,DET Tigers
40,Carson Kelly,0.5,−170,0.5,+130,Hits,CLE Guardians,DET Tigers
41,Estevan Florial,0.5,−195,0.5,+145,Hits,CLE Guardians,DET Tigers
42,Jake Rogers,0.5,−205,0.5,+150,Hits,CLE Guardians,DET Tigers
43,Javier Baez,0.5,−265,0.5,+190,Hits,CLE Guardians,DET Tigers
44,Jose Ramirez,1.5,+180,1.5,−245,Hits,CLE Guardians,DET Tigers
45,Josh Naylor,1.5,+190,1.5,−260,Hits,CLE Guardians,DET Tigers
46,Kyle Manzardo,0.5,−150,0.5,+110,Hits,CLE Guardians,DET Tigers
47,Matt Vierling,1.5,+160,1.5,−215,Hits,CLE Guardians,DET Tigers
48,Riley Greene,0.5,−230,0.5,+170,Hits,CLE Guardians,DET Tigers
49,Ryan Vilade,0.5,−200,0.5,+145,Hits,CLE Guardians,DET Tigers
50,Spencer Torkelson,1.5,+205,1.5,−285,Hits,CLE Guardians,DET Tigers
51,Tyler Freeman,0.5,−245,0.5,+180,Hits,CLE Guardians,DET Tigers
52,Wenceel Perez,1.5,+190,1.5,−265,Hits,CLE Guardians,DET Tigers
53,Will Brennan,0.5,−275,0.5,+200,Hits,CLE Guardians,DET Tigers
54,Andres Gimenez,1.5,+115,1.5,−150,Total Bases,CLE Guardians,DET Tigers
55,Andy Ibanez,1.5,−110,1.5,−120,Total Bases,CLE Guardians,DET Tigers
56,Bo Naylor,0.5,−165,0.5,+125,Total Bases,CLE Guardians,DET Tigers
57,Brayan Rocchio,0.5,−190,0.5,+140,Total Bases,CLE Guardians,DET Tigers
58,Carson Kelly,0.5,−180,0.5,+135,Total Bases,CLE Guardians,DET Tigers
59,Estevan Florial,1.5,+125,1.5,−170,Total Bases,CLE Guardians,DET Tigers
60,Jake Rogers,1.5,+120,1.5,−160,Total Bases,CLE Guardians,DET Tigers
61,Javier Baez,1.5,+110,1.5,−145,Total Bases,CLE Guardians,DET Tigers
62,Jose Ramirez,1.5,−125,1.5,−105,Total Bases,CLE Guardians,DET Tigers
63,Josh Naylor,1.5,−110,1.5,−120,Total Bases,CLE Guardians,DET Tigers
64,Kyle Manzardo,0.5,−150,0.5,+110,Total Bases,CLE Guardians,DET Tigers
65,Matt Vierling,1.5,+100,1.5,−135,Total Bases,CLE Guardians,DET Tigers
66,Riley Greene,1.5,+135,1.5,−180,Total Bases,CLE Guardians,DET Tigers
67,Ryan Vilade,0.5,−200,0.5,+145,Total Bases,CLE Guardians,DET Tigers
68,Spencer Torkelson,1.5,+100,1.5,−130,Total Bases,CLE Guardians,DET Tigers
69,Tyler Freeman,1.5,+135,1.5,−180,Total Bases,CLE Guardians,DET Tigers
70,Wenceel Perez,1.5,+110,1.5,−145,Total Bases,CLE Guardians,DET Tigers
71,Will Brennan,1.5,+120,1.5,−160,Total Bases,CLE Guardians,DET Tigers
72,Andres Gimenez,0.5,+190,0.5,−265,RBIs,CLE Guardians,DET Tigers
73,Andy Ibanez,0.5,+165,0.5,−225,RBIs,CLE Guardians,DET Tigers
74,Bo Naylor,0.5,+160,0.5,−215,RBIs,CLE Guardians,DET Tigers
75,Brayan Rocchio,0.5,+235,0.5,−340,RBIs,CLE Guardians,DET Tigers
76,Carson Kelly,0.5,+190,0.5,−265,RBIs,CLE Guardians,DET Tigers
77,Estevan Florial,0.5,+215,0.5,−300,RBIs,CLE Guardians,DET Tigers
78,Jake Rogers,0.5,+140,0.5,−190,RBIs,CLE Guardians,DET Tigers
79,Javier Baez,0.5,+165,0.5,−225,RBIs,CLE Guardians,DET Tigers
80,Jose Ramirez,0.5,+115,0.5,−150,RBIs,CLE Guardians,DET Tigers
81,Josh Naylor,0.5,+115,0.5,−150,RBIs,CLE Guardians,DET Tigers
82,Kyle Manzardo,0.5,+180,0.5,−250,RBIs,CLE Guardians,DET Tigers
83,Matt Vierling,0.5,+145,0.5,−195,RBIs,CLE Guardians,DET Tigers
84,Riley Greene,0.5,+155,0.5,−205,RBIs,CLE Guardians,DET Tigers
85,Ryan Vilade,0.5,+225,0.5,−320,RBIs,CLE Guardians,DET Tigers
86,Spencer Torkelson,0.5,+130,0.5,−175,RBIs,CLE Guardians,DET Tigers
87,Tyler Freeman,0.5,+195,0.5,−270,RBIs,CLE Guardians,DET Tigers
88,Wenceel Perez,0.5,+185,0.5,−250,RBIs,CLE Guardians,DET Tigers
89,Will Brennan,0.5,+170,0.5,−235,RBIs,CLE Guardians,DET Tigers
90,Andres Gimenez,0.5,−110,0.5,−120,Runs Scored,CLE Guardians,DET Tigers
91,Andy Ibanez,0.5,−110,0.5,−120,Runs Scored,CLE Guardians,DET Tigers
92,Bo Naylor,0.5,+120,0.5,−160,Runs Scored,CLE Guardians,DET Tigers
93,Brayan Rocchio,0.5,+145,0.5,−200,Runs Scored,CLE Guardians,DET Tigers
94,Carson Kelly,0.5,+140,0.5,−185,Runs Scored,CLE Guardians,DET Tigers
95,Estevan Florial,0.5,−105,0.5,−130,Runs Scored,CLE Guardians,DET Tigers
96,Jake Rogers,0.5,+105,0.5,−140,Runs Scored,CLE Guardians,DET Tigers
97,Javier Baez,0.5,+115,0.5,−150,Runs Scored,CLE Guardians,DET Tigers
98,Jose Ramirez,0.5,−130,0.5,−105,Runs Scored,CLE Guardians,DET Tigers
99,Josh Naylor,0.5,−110,0.5,−125,Runs Scored,CLE Guardians,DET Tigers
100,Kyle Manzardo,0.5,+135,0.5,−180,Runs Scored,CLE Guardians,DET Tigers
101,Matt Vierling,0.5,+105,0.5,−140,Runs Scored,CLE Guardians,DET Tigers
102,Riley Greene,0.5,+105,0.5,−140,Runs Scored,CLE Guardians,DET Tigers
103,Ryan Vilade,0.5,+140,0.5,−185,Runs Scored,CLE Guardians,DET Tigers
104,Spencer Torkelson,0.5,−105,0.5,−125,Runs Scored,CLE Guardians,DET Tigers
105,Tyler Freeman,0.5,+130,0.5,−175,Runs Scored,CLE Guardians,DET Tigers
106,Wenceel Perez,0.5,+100,0.5,−130,Runs Scored,CLE Guardians,DET Tigers
107,Will Brennan,0.5,+125,0.5,−165,Runs Scored,CLE Guardians,DET Tigers
108,Andres Gimenez,1.5,−145,1.5,+110,Hits + Runs + RBIs,CLE Guardians,DET Tigers
109,Andy Ibanez,2.5,+125,2.5,−165,Hits + Runs + RBIs,CLE Guardians,DET Tigers
110,Bo Naylor,1.5,+100,1.5,−135,Hits + Runs + RBIs,CLE Guardians,DET Tigers
111,Brayan Rocchio,1.5,+105,1.5,−140,Hits + Runs + RBIs,CLE Guardians,DET Tigers
112,Carson Kelly,1.5,+110,1.5,−145,Hits + Runs + RBIs,CLE Guardians,DET Tigers
113,Estevan Florial,1.5,−115,1.5,−115,Hits + Runs + RBIs,CLE Guardians,DET Tigers
114,Jake Rogers,1.5,−120,1.5,−110,Hits + Runs + RBIs,CLE Guardians,DET Tigers
115,Javier Baez,1.5,−135,1.5,+100,Hits + Runs + RBIs,CLE Guardians,DET Tigers
116,Jose Ramirez,2.5,+110,2.5,−145,Hits + Runs + RBIs,CLE Guardians,DET Tigers
117,Josh Naylor,2.5,+115,2.5,−155,Hits + Runs + RBIs,CLE Guardians,DET Tigers
118,Kyle Manzardo,1.5,+115,1.5,−150,Hits + Runs + RBIs,CLE Guardians,DET Tigers
119,Matt Vierling,2.5,+125,2.5,−165,Hits + Runs + RBIs,CLE Guardians,DET Tigers
120,Riley Greene,1.5,−135,1.5,+100,Hits + Runs + RBIs,CLE Guardians,DET Tigers
121,Ryan Vilade,1.5,+100,1.5,−130,Hits + Runs + RBIs,CLE Guardians,DET Tigers
122,Spencer Torkelson,1.5,−150,1.5,+115,Hits + Runs + RBIs,CLE Guardians,DET Tigers
123,Tyler Freeman,1.5,−115,1.5,−115,Hits + Runs + RBIs,CLE Guardians,DET Tigers
124,Wenceel Perez,1.5,−145,1.5,+110,Hits + Runs + RBIs,CLE Guardians,DET Tigers
125,Will Brennan,1.5,−135,1.5,+100,Hits + Runs + RBIs,CLE Guardians,DET Tigers
126,Andres Gimenez,0.5,+340,0.5,−525,Stolen Bases,CLE Guardians,DET Tigers
127,Bo Naylor,0.5,+950,0.5,−4000,Stolen Bases,CLE Guardians,DET Tigers
128,Brayan Rocchio,0.5,+650,0.5,−1600,Stolen Bases,CLE Guardians,DET Tigers
129,Estevan Florial,0.5,+350,0.5,−550,Stolen Bases,CLE Guardians,DET Tigers
130,Javier Baez,0.5,+650,0.5,−1400,Stolen Bases,CLE Guardians,DET Tigers
131,Jose Ramirez,0.5,+330,0.5,−525,Stolen Bases,CLE Guardians,DET Tigers
132,Josh Naylor,0.5,+900,0.5,−3500,Stolen Bases,CLE Guardians,DET Tigers
133,Matt Vierling,0.5,+950,0.5,−4000,Stolen Bases,CLE Guardians,DET Tigers
134,Ryan Vilade,0.5,+1200,0.5,−10000,Stolen Bases,CLE Guardians,DET Tigers
135,Tyler Freeman,0.5,+450,0.5,−800,Stolen Bases,CLE Guardians,DET Tigers
136,Wenceel Perez,0.5,+650,0.5,−1400,Stolen Bases,CLE Guardians,DET Tigers
137,Will Brennan,0.5,+475,0.5,−900,Stolen Bases,CLE Guardians,DET Tigers
138,Andres Gimenez,0.5,−195,0.5,+145,Strikeouts,CLE Guardians,DET Tigers
139,Andy Ibanez,0.5,−160,0.5,+120,Strikeouts,CLE Guardians,DET Tigers
140,Bo Naylor,0.5,−255,0.5,+185,Strikeouts,CLE Guardians,DET Tigers
141,Brayan Rocchio,0.5,−140,0.5,+105,Strikeouts,CLE Guardians,DET Tigers
142,Carson Kelly,0.5,−185,0.5,+135,Strikeouts,CLE Guardians,DET Tigers
143,Estevan Florial,1.5,+110,1.5,−145,Strikeouts,CLE Guardians,DET Tigers
144,Jake Rogers,1.5,+125,1.5,−170,Strikeouts,CLE Guardians,DET Tigers
145,Javier Baez,0.5,−185,0.5,+140,Strikeouts,CLE Guardians,DET Tigers
146,Jose Ramirez,0.5,+120,0.5,−160,Strikeouts,CLE Guardians,DET Tigers
147,Josh Naylor,0.5,−105,0.5,−125,Strikeouts,CLE Guardians,DET Tigers
148,Kyle Manzardo,1.5,+200,1.5,−275,Strikeouts,CLE Guardians,DET Tigers
149,Matt Vierling,0.5,−160,0.5,+120,Strikeouts,CLE Guardians,DET Tigers
150,Riley Greene,1.5,+120,1.5,−160,Strikeouts,CLE Guardians,DET Tigers
151,Ryan Vilade,0.5,−180,0.5,+135,Strikeouts,CLE Guardians,DET Tigers
152,Spencer Torkelson,0.5,−195,0.5,+145,Strikeouts,CLE Guardians,DET Tigers
153,Tyler Freeman,0.5,−110,0.5,−120,Strikeouts,CLE Guardians,DET Tigers
154,Wenceel Perez,0.5,−225,0.5,+165,Strikeouts,CLE Guardians,DET Tigers
155,Will Brennan,0.5,+120,0.5,−160,Strikeouts,CLE Guardians,DET Tigers
156,Andres Gimenez,0.5,−115,0.5,−115,Singles,CLE Guardians,DET Tigers
157,Andy Ibanez,0.5,−140,0.5,+105,Singles,CLE Guardians,DET Tigers
158,Bo Naylor,0.5,+160,0.5,−215,Singles,CLE Guardians,DET Tigers
159,Brayan Rocchio,0.5,+100,0.5,−135,Singles,CLE Guardians,DET Tigers
160,Carson Kelly,0.5,+115,0.5,−150,Singles,CLE Guardians,DET Tigers
161,Estevan Florial,0.5,+125,0.5,−165,Singles,CLE Guardians,DET Tigers
162,Jake Rogers,0.5,+125,0.5,−165,Singles,CLE Guardians,DET Tigers
163,Javier Baez,0.5,−120,0.5,−110,Singles,CLE Guardians,DET Tigers
164,Jose Ramirez,0.5,−110,0.5,−120,Singles,CLE Guardians,DET Tigers
165,Josh Naylor,0.5,−120,0.5,−110,Singles,CLE Guardians,DET Tigers
166,Kyle Manzardo,0.5,+180,0.5,−245,Singles,CLE Guardians,DET Tigers
167,Matt Vierling,0.5,−155,0.5,+115,Singles,CLE Guardians,DET Tigers
168,Riley Greene,0.5,−110,0.5,−120,Singles,CLE Guardians,DET Tigers
169,Ryan Vilade,0.5,−105,0.5,−130,Singles,CLE Guardians,DET Tigers
170,Spencer Torkelson,0.5,+110,0.5,−145,Singles,CLE Guardians,DET Tigers
171,Tyler Freeman,0.5,−130,0.5,−105,Singles,CLE Guardians,DET Tigers
172,Wenceel Perez,0.5,−130,0.5,+100,Singles,CLE Guardians,DET Tigers
173,Will Brennan,0.5,−125,0.5,−105,Singles,CLE Guardians,DET Tigers
174,Andres Gimenez,0.5,+340,0.5,−525,Doubles,CLE Guardians,DET Tigers
175,Andy Ibanez,0.5,+235,0.5,−340,Doubles,CLE Guardians,DET Tigers
176,Bo Naylor,0.5,+400,0.5,−700,Doubles,CLE Guardians,DET Tigers
177,Brayan Rocchio,0.5,+400,0.5,−700,Doubles,CLE Guardians,DET Tigers
178,Carson Kelly,0.5,+360,0.5,−575,Doubles,CLE Guardians,DET Tigers
179,Estevan Florial,0.5,+360,0.5,−575,Doubles,CLE Guardians,DET Tigers
180,Jake Rogers,0.5,+350,0.5,−550,Doubles,CLE Guardians,DET Tigers
181,Javier Baez,0.5,+320,0.5,−500,Doubles,CLE Guardians,DET Tigers
182,Jose Ramirez,0.5,+260,0.5,−380,Doubles,CLE Guardians,DET Tigers
183,Josh Naylor,0.5,+290,0.5,−425,Doubles,CLE Guardians,DET Tigers
184,Kyle Manzardo,0.5,+450,0.5,−800,Doubles,CLE Guardians,DET Tigers
185,Matt Vierling,0.5,+275,0.5,−400,Doubles,CLE Guardians,DET Tigers
186,Riley Greene,0.5,+390,0.5,−650,Doubles,CLE Guardians,DET Tigers
187,Ryan Vilade,0.5,+380,0.5,−600,Doubles,CLE Guardians,DET Tigers
188,Spencer Torkelson,0.5,+280,0.5,−425,Doubles,CLE Guardians,DET Tigers
189,Tyler Freeman,0.5,+390,0.5,−650,Doubles,CLE Guardians,DET Tigers
190,Wenceel Perez,0.5,+285,0.5,−425,Doubles,CLE Guardians,DET Tigers
191,Will Brennan,0.5,+310,0.5,−475,Doubles,CLE Guardians,DET Tigers
192,Andres Gimenez,0.5,+300,0.5,−450,Walks,CLE Guardians,DET Tigers
193,Andy Ibanez,0.5,+270,0.5,−400,Walks,CLE Guardians,DET Tigers
194,Bo Naylor,0.5,+170,0.5,−230,Walks,CLE Guardians,DET Tigers
195,Brayan Rocchio,0.5,+255,0.5,−380,Walks,CLE Guardians,DET Tigers
196,Carson Kelly,0.5,+230,0.5,−320,Walks,CLE Guardians,DET Tigers
197,Estevan Florial,0.5,+180,0.5,−245,Walks,CLE Guardians,DET Tigers
198,Jake Rogers,0.5,+195,0.5,−275,Walks,CLE Guardians,DET Tigers
199,Javier Baez,0.5,+295,0.5,−450,Walks,CLE Guardians,DET Tigers
200,Jose Ramirez,0.5,+200,0.5,−275,Walks,CLE Guardians,DET Tigers
201,Josh Naylor,0.5,+245,0.5,−350,Walks,CLE Guardians,DET Tigers
202,Kyle Manzardo,0.5,+235,0.5,−340,Walks,CLE Guardians,DET Tigers
203,Matt Vierling,0.5,+195,0.5,−270,Walks,CLE Guardians,DET Tigers
204,Riley Greene,0.5,+140,0.5,−190,Walks,CLE Guardians,DET Tigers
205,Ryan Vilade,0.5,+255,0.5,−370,Walks,CLE Guardians,DET Tigers
206,Spencer Torkelson,0.5,+170,0.5,−230,Walks,CLE Guardians,DET Tigers
207,Tyler Freeman,0.5,+320,0.5,−500,Walks,CLE Guardians,DET Tigers
208,Wenceel Perez,0.5,+180,0.5,−250,Walks,CLE Guardians,DET Tigers
209,Alejandro Kirk,0.5,+600,0.5,−1400,Home Runs,PHI Phillies,TOR Blue Jays
210,Bo Bichette,0.5,+500,0.5,−900,Home Runs,PHI Phillies,TOR Blue Jays
211,Brandon Marsh,0.5,+400,0.5,−650,Home Runs,PHI Phillies,TOR Blue Jays
212,Bryce Harper,0.5,+215,0.5,−300,Home Runs,PHI Phillies,TOR Blue Jays
213,Bryson Stott,0.5,+600,0.5,−1200,Home Runs,PHI Phillies,TOR Blue Jays
214,Danny Jansen,0.5,+290,0.5,−425,Home Runs,PHI Phillies,TOR Blue Jays
215,Davis Schneider,0.5,+400,0.5,−650,Home Runs,PHI Phillies,TOR Blue Jays
216,Edmundo Sosa,0.5,+600,0.5,−1400,Home Runs,PHI Phillies,TOR Blue Jays
217,Garrett Stubbs,0.5,+700,0.5,−1600,Home Runs,PHI Phillies,TOR Blue Jays
218,George Springer ,0.5,+425,0.5,−750,Home Runs,PHI Phillies,TOR Blue Jays
219,Isiah Kiner-Falefa,0.5,+1000,0.5,−5000,Home Runs,PHI Phillies,TOR Blue Jays
220,Justin Turner,0.5,+360,0.5,−575,Home Runs,PHI Phillies,TOR Blue Jays
221,Kevin Kiermaier,0.5,+900,0.5,−3000,Home Runs,PHI Phillies,TOR Blue Jays
222,Kody Clemens,0.5,+400,0.5,−650,Home Runs,PHI Phillies,TOR Blue Jays
223,Kyle Schwarber,0.5,+195,0.5,−275,Home Runs,PHI Phillies,TOR Blue Jays
224,Nick Castellanos,0.5,+330,0.5,−500,Home Runs,PHI Phillies,TOR Blue Jays
225,Vladimir Guerrero Jr.,0.5,+350,0.5,−550,Home Runs,PHI Phillies,TOR Blue Jays
226,Whit Merrifield,0.5,+650,0.5,−1400,Home Runs,PHI Phillies,TOR Blue Jays
227,Alejandro Kirk,,+1600,,,1st Home Run,PHI Phillies,TOR Blue Jays
228,Bo Bichette,,+1200,,−20000,1st Home Run,PHI Phillies,TOR Blue Jays
229,Brandon Marsh,,+1100,,−8000,1st Home Run,PHI Phillies,TOR Blue Jays
230,Bryce Harper,,+650,,−1400,1st Home Run,PHI Phillies,TOR Blue Jays
231,Bryson Stott,,+1400,,,1st Home Run,PHI Phillies,TOR Blue Jays
232,Danny Jansen,,+900,,−3000,1st Home Run,PHI Phillies,TOR Blue Jays
233,Davis Schneider,,+950,,−4000,1st Home Run,PHI Phillies,TOR Blue Jays
234,Edmundo Sosa,,+1600,,,1st Home Run,PHI Phillies,TOR Blue Jays
235,Garrett Stubbs,,+1800,,,1st Home Run,PHI Phillies,TOR Blue Jays
236,George Springer ,,+950,,−3500,1st Home Run,PHI Phillies,TOR Blue Jays
237,Isiah Kiner-Falefa,,+2000,,,1st Home Run,PHI Phillies,TOR Blue Jays
238,Justin Turner,,+850,,−3000,1st Home Run,PHI Phillies,TOR Blue Jays
239,Kevin Kiermaier,,+2000,,,1st Home Run,PHI Phillies,TOR Blue Jays
240,Kody Clemens,,+1200,,−10000,1st Home Run,PHI Phillies,TOR Blue Jays
241,Kyle Schwarber,,+475,,−900,1st Home Run,PHI Phillies,TOR Blue Jays
242,Nick Castellanos,,+950,,−4000,1st Home Run,PHI Phillies,TOR Blue Jays
243,Vladimir Guerrero Jr.,,+900,,−3500,1st Home Run,PHI Phillies,TOR Blue Jays
244,Whit Merrifield,,+1500,,,1st Home Run,PHI Phillies,TOR Blue Jays
245,Alejandro Kirk,0.5,−240,0.5,+175,Hits,PHI Phillies,TOR Blue Jays
246,Bo Bichette,1.5,+135,1.5,−185,Hits,PHI Phillies,TOR Blue Jays
247,Brandon Marsh,0.5,−180,0.5,+135,Hits,PHI Phillies,TOR Blue Jays
248,Bryce Harper,0.5,−225,0.5,+165,Hits,PHI Phillies,TOR Blue Jays
249,Bryson Stott,0.5,−190,0.5,+140,Hits,PHI Phillies,TOR Blue Jays
250,Danny Jansen,0.5,−230,0.5,+170,Hits,PHI Phillies,TOR Blue Jays
251,Davis Schneider,0.5,−185,0.5,+135,Hits,PHI Phillies,TOR Blue Jays
252,Edmundo Sosa,0.5,−170,0.5,+125,Hits,PHI Phillies,TOR Blue Jays
253,Garrett Stubbs,0.5,−105,0.5,−125,Hits,PHI Phillies,TOR Blue Jays
254,George Springer ,1.5,+175,1.5,−235,Hits,PHI Phillies,TOR Blue Jays
255,Isiah Kiner-Falefa,0.5,−215,0.5,+160,Hits,PHI Phillies,TOR Blue Jays
256,Justin Turner,1.5,+175,1.5,−240,Hits,PHI Phillies,TOR Blue Jays
257,Kevin Kiermaier,0.5,−135,0.5,+105,Hits,PHI Phillies,TOR Blue Jays
258,Kody Clemens,0.5,−130,0.5,+100,Hits,PHI Phillies,TOR Blue Jays
259,Kyle Schwarber,0.5,−180,0.5,+135,Hits,PHI Phillies,TOR Blue Jays
260,Nick Castellanos,0.5,−235,0.5,+175,Hits,PHI Phillies,TOR Blue Jays
261,Vladimir Guerrero Jr.,1.5,+170,1.5,−235,Hits,PHI Phillies,TOR Blue Jays
262,Whit Merrifield,1.5,+175,1.5,−245,Hits,PHI Phillies,TOR Blue Jays
263,Alejandro Kirk,1.5,+140,1.5,−190,Total Bases,PHI Phillies,TOR Blue Jays
264,Bo Bichette,1.5,−110,1.5,−125,Total Bases,PHI Phillies,TOR Blue Jays
265,Brandon Marsh,0.5,−180,0.5,+135,Total Bases,PHI Phillies,TOR Blue Jays
266,Bryce Harper,1.5,+110,1.5,−145,Total Bases,PHI Phillies,TOR Blue Jays
267,Bryson Stott,0.5,−190,0.5,+140,Total Bases,PHI Phillies,TOR Blue Jays
268,Danny Jansen,1.5,+110,1.5,−150,Total Bases,PHI Phillies,TOR Blue Jays
269,Davis Schneider,1.5,+140,1.5,−190,Total Bases,PHI Phillies,TOR Blue Jays
270,Edmundo Sosa,0.5,−170,0.5,+125,Total Bases,PHI Phillies,TOR Blue Jays
271,Garrett Stubbs,0.5,−105,0.5,−125,Total Bases,PHI Phillies,TOR Blue Jays
272,George Springer ,1.5,+100,1.5,−135,Total Bases,PHI Phillies,TOR Blue Jays
273,Isiah Kiner-Falefa,1.5,+160,1.5,−220,Total Bases,PHI Phillies,TOR Blue Jays
274,Justin Turner,1.5,+105,1.5,−140,Total Bases,PHI Phillies,TOR Blue Jays
275,Kevin Kiermaier,0.5,−135,0.5,+105,Total Bases,PHI Phillies,TOR Blue Jays
276,Kody Clemens,0.5,−130,0.5,+100,Total Bases,PHI Phillies,TOR Blue Jays
277,Kyle Schwarber,1.5,+110,1.5,−150,Total Bases,PHI Phillies,TOR Blue Jays
278,Nick Castellanos,1.5,+120,1.5,−160,Total Bases,PHI Phillies,TOR Blue Jays
279,Vladimir Guerrero Jr.,1.5,−105,1.5,−130,Total Bases,PHI Phillies,TOR Blue Jays
280,Whit Merrifield,1.5,+120,1.5,−160,Total Bases,PHI Phillies,TOR Blue Jays
281,Alejandro Kirk,0.5,+175,0.5,−245,RBIs,PHI Phillies,TOR Blue Jays
282,Bo Bichette,0.5,+130,0.5,−175,RBIs,PHI Phillies,TOR Blue Jays
283,Brandon Marsh,0.5,+180,0.5,−250,RBIs,PHI Phillies,TOR Blue Jays
284,Bryce Harper,0.5,+125,0.5,−170,RBIs,PHI Phillies,TOR Blue Jays
285,Bryson Stott,0.5,+210,0.5,−295,RBIs,PHI Phillies,TOR Blue Jays
286,Danny Jansen,0.5,+125,0.5,−170,RBIs,PHI Phillies,TOR Blue Jays
287,Davis Schneider,0.5,+145,0.5,−200,RBIs,PHI Phillies,TOR Blue Jays
288,Edmundo Sosa,0.5,+225,0.5,−320,RBIs,PHI Phillies,TOR Blue Jays
289,Garrett Stubbs,0.5,+310,0.5,−475,RBIs,PHI Phillies,TOR Blue Jays
290,George Springer ,0.5,+155,0.5,−210,RBIs,PHI Phillies,TOR Blue Jays
291,Isiah Kiner-Falefa,0.5,+200,0.5,−280,RBIs,PHI Phillies,TOR Blue Jays
292,Justin Turner,0.5,+130,0.5,−175,RBIs,PHI Phillies,TOR Blue Jays
293,Kevin Kiermaier,0.5,+250,0.5,−370,RBIs,PHI Phillies,TOR Blue Jays
294,Kody Clemens,0.5,+195,0.5,−270,RBIs,PHI Phillies,TOR Blue Jays
295,Kyle Schwarber,0.5,+130,0.5,−170,RBIs,PHI Phillies,TOR Blue Jays
296,Nick Castellanos,0.5,+145,0.5,−195,RBIs,PHI Phillies,TOR Blue Jays
297,Vladimir Guerrero Jr.,0.5,+145,0.5,−195,RBIs,PHI Phillies,TOR Blue Jays
298,Whit Merrifield,0.5,+250,0.5,−360,RBIs,PHI Phillies,TOR Blue Jays
299,Alejandro Kirk,0.5,+130,0.5,−170,Runs Scored,PHI Phillies,TOR Blue Jays
300,Bo Bichette,0.5,−110,0.5,−120,Runs Scored,PHI Phillies,TOR Blue Jays
301,Brandon Marsh,0.5,+125,0.5,−165,Runs Scored,PHI Phillies,TOR Blue Jays
