,players,over_lines,over_odds,under_lines,under_odds,bet_type,home_tm,away_tm
1453,Jeremy Pena,0.5,+245,0.5,−350,Walks,NY Yankees,HOU Astros
1454,Jon Berti,0.5,+225,0.5,−320,Walks,NY Yankees,HOU Astros
1455,Jon Singleton,0.5,+140,0.5,−185,Walks,NY Yankees,HOU Astros
1456,Jose Altuve,0.5,+150,0.5,−200,Walks,NY Yankees,HOU Astros
1457,Jose Trevino,0.5,+330,0.5,−525,Walks,NY Yankees,HOU Astros
1458,Juan Soto,0.5,−165,0.5,+125,Walks,NY Yankees,HOU Astros
1459,Kyle Tucker,0.5,−135,0.5,+105,Walks,NY Yankees,HOU Astros
1460,Trey Cabbage,0.5,+295,0.5,−450,Walks,NY Yankees,HOU Astros
1461,Victor Caratini,0.5,+170,0.5,−235,Walks,NY Yankees,HOU Astros
1462,Yordan Alvarez,0.5,+105,0.5,−135,Walks,NY Yankees,HOU Astros
1463,Austin Riley,0.5,+320,0.5,−500,Home Runs,ATL Braves,BOS Red Sox
1464,Ceddanne Rafaela,0.5,+800,0.5,−2500,Home Runs,ATL Braves,BOS Red Sox
1465,Dominic Smith,0.5,+600,0.5,−1200,Home Runs,ATL Braves,BOS Red Sox
1466,Garrett Cooper,0.5,+600,0.5,−1200,Home Runs,ATL Braves,BOS Red Sox
1467,Jarred Kelenic,0.5,+600,0.5,−1200,Home Runs,ATL Braves,BOS Red Sox
1468,Jarren Duran,0.5,+550,0.5,−1100,Home Runs,ATL Braves,BOS Red Sox
1469,Marcell Ozuna,0.5,+245,0.5,−360,Home Runs,ATL Braves,BOS Red Sox
1470,Matt Olson,0.5,+265,0.5,−400,Home Runs,ATL Braves,BOS Red Sox
1471,Michael Harris,0.5,+425,0.5,−750,Home Runs,ATL Braves,BOS Red Sox
1472,Orlando Arcia,0.5,+600,0.5,−1200,Home Runs,ATL Braves,BOS Red Sox
1473,Ozzie Albies,0.5,+350,0.5,−550,Home Runs,ATL Braves,BOS Red Sox
1474,Rafael Devers,0.5,+280,0.5,−425,Home Runs,ATL Braves,BOS Red Sox
1475,Reese McGuire,0.5,+1100,0.5,−8000,Home Runs,ATL Braves,BOS Red Sox
1476,Ronald Acuna Jr.,0.5,+320,0.5,−475,Home Runs,ATL Braves,BOS Red Sox
1477,Travis d'Arnaud,0.5,+475,0.5,−800,Home Runs,ATL Braves,BOS Red Sox
1478,Tyler O'Neill,0.5,+400,0.5,−700,Home Runs,ATL Braves,BOS Red Sox
1479,Vaughn Grissom,0.5,+850,0.5,−2500,Home Runs,ATL Braves,BOS Red Sox
1480,Wilyer Abreu,0.5,+550,0.5,−1100,Home Runs,ATL Braves,BOS Red Sox
1481,Austin Riley,,+800,,−2500,1st Home Run,ATL Braves,BOS Red Sox
1482,Ceddanne Rafaela,,+1900,,,1st Home Run,ATL Braves,BOS Red Sox
1483,Dominic Smith,,+1300,,,1st Home Run,ATL Braves,BOS Red Sox
1484,Garrett Cooper,,+1500,,,1st Home Run,ATL Braves,BOS Red Sox
1485,Jarred Kelenic,,+1600,,,1st Home Run,ATL Braves,BOS Red Sox
1486,Jarren Duran,,+1100,,−6000,1st Home Run,ATL Braves,BOS Red Sox
1487,Marcell Ozuna,,+750,,−2000,1st Home Run,ATL Braves,BOS Red Sox
1488,Matt Olson,,+700,,−1800,1st Home Run,ATL Braves,BOS Red Sox
1489,Michael Harris,,+1300,,−10000,1st Home Run,ATL Braves,BOS Red Sox
1490,Orlando Arcia,,+1500,,,1st Home Run,ATL Braves,BOS Red Sox
1491,Ozzie Albies,,+850,,−3000,1st Home Run,ATL Braves,BOS Red Sox
1492,Rafael Devers,,+650,,−1400,1st Home Run,ATL Braves,BOS Red Sox
1493,Reese McGuire,,+2000,,,1st Home Run,ATL Braves,BOS Red Sox
1494,Ronald Acuna Jr.,,+700,,−1800,1st Home Run,ATL Braves,BOS Red Sox
1495,Travis d'Arnaud,,+1300,,,1st Home Run,ATL Braves,BOS Red Sox
1496,Tyler O'Neill,,+1000,,−4000,1st Home Run,ATL Braves,BOS Red Sox
1497,Vaughn Grissom,,+1700,,,1st Home Run,ATL Braves,BOS Red Sox
1498,Wilyer Abreu,,+1100,,−8000,1st Home Run,ATL Braves,BOS Red Sox
1499,Austin Riley,0.5,−275,0.5,+200,Hits,ATL Braves,BOS Red Sox
1500,Ceddanne Rafaela,0.5,−160,0.5,+120,Hits,ATL Braves,BOS Red Sox
1501,Dominic Smith,0.5,−220,0.5,+160,Hits,ATL Braves,BOS Red Sox
1502,Garrett Cooper,0.5,−190,0.5,+140,Hits,ATL Braves,BOS Red Sox
1503,Jarred Kelenic,0.5,−130,0.5,+100,Hits,ATL Braves,BOS Red Sox
1504,Jarren Duran,1.5,+180,1.5,−250,Hits,ATL Braves,BOS Red Sox
1505,Marcell Ozuna,0.5,−255,0.5,+185,Hits,ATL Braves,BOS Red Sox
1506,Matt Olson,0.5,−200,0.5,+145,Hits,ATL Braves,BOS Red Sox
1507,Michael Harris,0.5,−245,0.5,+180,Hits,ATL Braves,BOS Red Sox
1508,Orlando Arcia,0.5,−215,0.5,+155,Hits,ATL Braves,BOS Red Sox
1509,Ozzie Albies,0.5,−235,0.5,+170,Hits,ATL Braves,BOS Red Sox
1510,Rafael Devers,0.5,−275,0.5,+200,Hits,ATL Braves,BOS Red Sox
1511,Reese McGuire,0.5,−135,0.5,+105,Hits,ATL Braves,BOS Red Sox
1512,Ronald Acuna Jr.,1.5,+160,1.5,−220,Hits,ATL Braves,BOS Red Sox
1513,Travis d'Arnaud,0.5,−185,0.5,+140,Hits,ATL Braves,BOS Red Sox
1514,Tyler O'Neill,0.5,−220,0.5,+160,Hits,ATL Braves,BOS Red Sox
1515,Vaughn Grissom,0.5,−240,0.5,+175,Hits,ATL Braves,BOS Red Sox
1516,Wilyer Abreu,0.5,−155,0.5,+120,Hits,ATL Braves,BOS Red Sox
1517,Austin Riley,1.5,−110,1.5,−120,Total Bases,ATL Braves,BOS Red Sox
1518,Ceddanne Rafaela,0.5,−160,0.5,+120,Total Bases,ATL Braves,BOS Red Sox
1519,Dominic Smith,1.5,+145,1.5,−195,Total Bases,ATL Braves,BOS Red Sox
1520,Garrett Cooper,0.5,−190,0.5,+140,Total Bases,ATL Braves,BOS Red Sox
1521,Jarred Kelenic,0.5,−130,0.5,+100,Total Bases,ATL Braves,BOS Red Sox
1522,Jarren Duran,1.5,−105,1.5,−125,Total Bases,ATL Braves,BOS Red Sox
1523,Marcell Ozuna,1.5,−110,1.5,−120,Total Bases,ATL Braves,BOS Red Sox
1524,Matt Olson,1.5,+110,1.5,−145,Total Bases,ATL Braves,BOS Red Sox
1525,Michael Harris,1.5,+120,1.5,−160,Total Bases,ATL Braves,BOS Red Sox
1526,Orlando Arcia,1.5,+135,1.5,−180,Total Bases,ATL Braves,BOS Red Sox
1527,Ozzie Albies,1.5,+105,1.5,−140,Total Bases,ATL Braves,BOS Red Sox
1528,Rafael Devers,1.5,−110,1.5,−120,Total Bases,ATL Braves,BOS Red Sox
1529,Reese McGuire,0.5,−135,0.5,+105,Total Bases,ATL Braves,BOS Red Sox
1530,Ronald Acuna Jr.,1.5,−125,1.5,−105,Total Bases,ATL Braves,BOS Red Sox
1531,Travis d'Arnaud,0.5,−185,0.5,+140,Total Bases,ATL Braves,BOS Red Sox
1532,Tyler O'Neill,1.5,+110,1.5,−145,Total Bases,ATL Braves,BOS Red Sox
1533,Vaughn Grissom,1.5,+130,1.5,−175,Total Bases,ATL Braves,BOS Red Sox
1534,Wilyer Abreu,0.5,−155,0.5,+120,Total Bases,ATL Braves,BOS Red Sox
1535,Austin Riley,0.5,+125,0.5,−165,RBIs,ATL Braves,BOS Red Sox
1536,Ceddanne Rafaela,0.5,+250,0.5,−370,RBIs,ATL Braves,BOS Red Sox
1537,Dominic Smith,0.5,+165,0.5,−225,RBIs,ATL Braves,BOS Red Sox
1538,Garrett Cooper,0.5,+195,0.5,−270,RBIs,ATL Braves,BOS Red Sox
1539,Jarred Kelenic,0.5,+245,0.5,−360,RBIs,ATL Braves,BOS Red Sox
1540,Jarren Duran,0.5,+190,0.5,−265,RBIs,ATL Braves,BOS Red Sox
1541,Marcell Ozuna,0.5,+125,0.5,−165,RBIs,ATL Braves,BOS Red Sox
1542,Matt Olson,0.5,+125,0.5,−165,RBIs,ATL Braves,BOS Red Sox
1543,Michael Harris,0.5,+175,0.5,−240,RBIs,ATL Braves,BOS Red Sox
1544,Orlando Arcia,0.5,+210,0.5,−290,RBIs,ATL Braves,BOS Red Sox
1545,Ozzie Albies,0.5,+145,0.5,−195,RBIs,ATL Braves,BOS Red Sox
1546,Rafael Devers,0.5,+120,0.5,−160,RBIs,ATL Braves,BOS Red Sox
1547,Reese McGuire,0.5,+300,0.5,−450,RBIs,ATL Braves,BOS Red Sox
1548,Ronald Acuna Jr.,0.5,+155,0.5,−210,RBIs,ATL Braves,BOS Red Sox
1549,Travis d'Arnaud,0.5,+170,0.5,−235,RBIs,ATL Braves,BOS Red Sox
1550,Tyler O'Neill,0.5,+140,0.5,−190,RBIs,ATL Braves,BOS Red Sox
1551,Vaughn Grissom,0.5,+180,0.5,−245,RBIs,ATL Braves,BOS Red Sox
1552,Wilyer Abreu,0.5,+185,0.5,−255,RBIs,ATL Braves,BOS Red Sox
1553,Austin Riley,0.5,−115,0.5,−115,Runs Scored,ATL Braves,BOS Red Sox
1554,Ceddanne Rafaela,0.5,+150,0.5,−200,Runs Scored,ATL Braves,BOS Red Sox
1555,Dominic Smith,0.5,+140,0.5,−185,Runs Scored,ATL Braves,BOS Red Sox
1556,Garrett Cooper,0.5,+170,0.5,−230,Runs Scored,ATL Braves,BOS Red Sox
1557,Jarred Kelenic,0.5,+145,0.5,−195,Runs Scored,ATL Braves,BOS Red Sox
1558,Jarren Duran,0.5,−130,0.5,−105,Runs Scored,ATL Braves,BOS Red Sox
1559,Marcell Ozuna,0.5,−110,0.5,−120,Runs Scored,ATL Braves,BOS Red Sox
1560,Matt Olson,0.5,−120,0.5,−110,Runs Scored,ATL Braves,BOS Red Sox
1561,Michael Harris,0.5,+115,0.5,−155,Runs Scored,ATL Braves,BOS Red Sox
1562,Orlando Arcia,0.5,+140,0.5,−190,Runs Scored,ATL Braves,BOS Red Sox
1563,Ozzie Albies,0.5,−115,0.5,−115,Runs Scored,ATL Braves,BOS Red Sox
1564,Rafael Devers,0.5,−125,0.5,−105,Runs Scored,ATL Braves,BOS Red Sox
1565,Reese McGuire,0.5,+195,0.5,−270,Runs Scored,ATL Braves,BOS Red Sox
1566,Ronald Acuna Jr.,0.5,−155,0.5,+115,Runs Scored,ATL Braves,BOS Red Sox
1567,Travis d'Arnaud,0.5,+135,0.5,−180,Runs Scored,ATL Braves,BOS Red Sox
1568,Tyler O'Neill,0.5,+105,0.5,−140,Runs Scored,ATL Braves,BOS Red Sox
1569,Vaughn Grissom,0.5,+135,0.5,−180,Runs Scored,ATL Braves,BOS Red Sox
1570,Wilyer Abreu,0.5,+130,0.5,−170,Runs Scored,ATL Braves,BOS Red Sox
1571,Austin Riley,1.5,−160,1.5,+120,Hits + Runs + RBIs,ATL Braves,BOS Red Sox
1572,Ceddanne Rafaela,1.5,+115,1.5,−155,Hits + Runs + RBIs,ATL Braves,BOS Red Sox
1573,Dominic Smith,1.5,−110,1.5,−120,Hits + Runs + RBIs,ATL Braves,BOS Red Sox
1574,Garrett Cooper,1.5,+105,1.5,−140,Hits + Runs + RBIs,ATL Braves,BOS Red Sox
1575,Jarred Kelenic,1.5,+130,1.5,−175,Hits + Runs + RBIs,ATL Braves,BOS Red Sox
1576,Jarren Duran,2.5,+125,2.5,−165,Hits + Runs + RBIs,ATL Braves,BOS Red Sox
1577,Marcell Ozuna,1.5,−145,1.5,+110,Hits + Runs + RBIs,ATL Braves,BOS Red Sox
1578,Matt Olson,1.5,−135,1.5,+100,Hits + Runs + RBIs,ATL Braves,BOS Red Sox
1579,Michael Harris,1.5,−125,1.5,−105,Hits + Runs + RBIs,ATL Braves,BOS Red Sox
1580,Orlando Arcia,1.5,−105,1.5,−125,Hits + Runs + RBIs,ATL Braves,BOS Red Sox
1581,Ozzie Albies,1.5,−140,1.5,+105,Hits + Runs + RBIs,ATL Braves,BOS Red Sox
1582,Rafael Devers,2.5,+115,2.5,−150,Hits + Runs + RBIs,ATL Braves,BOS Red Sox
1583,Reese McGuire,1.5,+145,1.5,−195,Hits + Runs + RBIs,ATL Braves,BOS Red Sox
1584,Ronald Acuna Jr.,2.5,+110,2.5,−145,Hits + Runs + RBIs,ATL Braves,BOS Red Sox
1585,Travis d'Arnaud,1.5,−105,1.5,−125,Hits + Runs + RBIs,ATL Braves,BOS Red Sox
1586,Tyler O'Neill,1.5,−130,1.5,+100,Hits + Runs + RBIs,ATL Braves,BOS Red Sox
1587,Vaughn Grissom,1.5,−125,1.5,−105,Hits + Runs + RBIs,ATL Braves,BOS Red Sox
1588,Wilyer Abreu,1.5,+105,1.5,−140,Hits + Runs + RBIs,ATL Braves,BOS Red Sox
1589,Ceddanne Rafaela,0.5,+450,0.5,−800,Stolen Bases,ATL Braves,BOS Red Sox
1590,Jarred Kelenic,0.5,+850,0.5,−2500,Stolen Bases,ATL Braves,BOS Red Sox
1591,Jarren Duran,0.5,+230,0.5,−330,Stolen Bases,ATL Braves,BOS Red Sox
1592,Michael Harris,0.5,+425,0.5,−750,Stolen Bases,ATL Braves,BOS Red Sox
1593,Ozzie Albies,0.5,+650,0.5,−1400,Stolen Bases,ATL Braves,BOS Red Sox
1594,Rafael Devers,0.5,+1100,0.5,−10000,Stolen Bases,ATL Braves,BOS Red Sox
1595,Ronald Acuna Jr.,0.5,+185,0.5,−260,Stolen Bases,ATL Braves,BOS Red Sox
1596,Tyler O'Neill,0.5,+500,0.5,−900,Stolen Bases,ATL Braves,BOS Red Sox
1597,Vaughn Grissom,0.5,+500,0.5,−1000,Stolen Bases,ATL Braves,BOS Red Sox
1598,Wilyer Abreu,0.5,+475,0.5,−900,Stolen Bases,ATL Braves,BOS Red Sox
1599,Austin Riley,0.5,−265,0.5,+190,Strikeouts,ATL Braves,BOS Red Sox
1600,Ceddanne Rafaela,1.5,+200,1.5,−280,Strikeouts,ATL Braves,BOS Red Sox
1601,Dominic Smith,0.5,−145,0.5,+110,Strikeouts,ATL Braves,BOS Red Sox
1602,Garrett Cooper,1.5,+150,1.5,−200,Strikeouts,ATL Braves,BOS Red Sox
1603,Jarred Kelenic,1.5,+180,1.5,−245,Strikeouts,ATL Braves,BOS Red Sox
1604,Jarren Duran,0.5,−270,0.5,+195,Strikeouts,ATL Braves,BOS Red Sox
1605,Marcell Ozuna,0.5,−215,0.5,+160,Strikeouts,ATL Braves,BOS Red Sox
1606,Matt Olson,0.5,−265,0.5,+190,Strikeouts,ATL Braves,BOS Red Sox
1607,Michael Harris,0.5,−135,0.5,+100,Strikeouts,ATL Braves,BOS Red Sox
1608,Orlando Arcia,0.5,−110,0.5,−120,Strikeouts,ATL Braves,BOS Red Sox
1609,Ozzie Albies,0.5,−155,0.5,+115,Strikeouts,ATL Braves,BOS Red Sox
1610,Rafael Devers,0.5,−240,0.5,+175,Strikeouts,ATL Braves,BOS Red Sox
1611,Reese McGuire,0.5,−220,0.5,+160,Strikeouts,ATL Braves,BOS Red Sox
1612,Ronald Acuna Jr.,0.5,−180,0.5,+135,Strikeouts,ATL Braves,BOS Red Sox
1613,Travis d'Arnaud,0.5,−205,0.5,+150,Strikeouts,ATL Braves,BOS Red Sox
1614,Tyler O'Neill,1.5,+135,1.5,−185,Strikeouts,ATL Braves,BOS Red Sox
1615,Vaughn Grissom,0.5,−175,0.5,+130,Strikeouts,ATL Braves,BOS Red Sox
1616,Wilyer Abreu,1.5,+190,1.5,−260,Strikeouts,ATL Braves,BOS Red Sox
1617,Austin Riley,0.5,+105,0.5,−140,Singles,ATL Braves,BOS Red Sox
1618,Ceddanne Rafaela,0.5,+125,0.5,−170,Singles,ATL Braves,BOS Red Sox
1619,Dominic Smith,0.5,−105,0.5,−125,Singles,ATL Braves,BOS Red Sox
1620,Garrett Cooper,0.5,+105,0.5,−140,Singles,ATL Braves,BOS Red Sox
1621,Jarred Kelenic,0.5,+160,0.5,−220,Singles,ATL Braves,BOS Red Sox
1622,Jarren Duran,0.5,−130,0.5,+100,Singles,ATL Braves,BOS Red Sox
1623,Marcell Ozuna,0.5,+135,0.5,−180,Singles,ATL Braves,BOS Red Sox
1624,Matt Olson,0.5,+165,0.5,−225,Singles,ATL Braves,BOS Red Sox
1625,Michael Harris,0.5,+100,0.5,−130,Singles,ATL Braves,BOS Red Sox
1626,Orlando Arcia,0.5,+100,0.5,−130,Singles,ATL Braves,BOS Red Sox
1627,Ozzie Albies,0.5,+120,0.5,−160,Singles,ATL Braves,BOS Red Sox
1628,Rafael Devers,0.5,+105,0.5,−140,Singles,ATL Braves,BOS Red Sox
1629,Reese McGuire,0.5,+115,0.5,−150,Singles,ATL Braves,BOS Red Sox
1630,Ronald Acuna Jr.,0.5,−120,0.5,−110,Singles,ATL Braves,BOS Red Sox
1631,Travis d'Arnaud,0.5,+130,0.5,−170,Singles,ATL Braves,BOS Red Sox
1632,Tyler O'Neill,0.5,+115,0.5,−155,Singles,ATL Braves,BOS Red Sox
1633,Vaughn Grissom,0.5,−130,0.5,+100,Singles,ATL Braves,BOS Red Sox
1634,Wilyer Abreu,0.5,+135,0.5,−180,Singles,ATL Braves,BOS Red Sox
1635,Austin Riley,0.5,+280,0.5,−425,Doubles,ATL Braves,BOS Red Sox
1636,Ceddanne Rafaela,0.5,+400,0.5,−650,Doubles,ATL Braves,BOS Red Sox
1637,Dominic Smith,0.5,+370,0.5,−600,Doubles,ATL Braves,BOS Red Sox
1638,Garrett Cooper,0.5,+370,0.5,−600,Doubles,ATL Braves,BOS Red Sox
1639,Jarred Kelenic,0.5,+475,0.5,−800,Doubles,ATL Braves,BOS Red Sox
1640,Jarren Duran,0.5,+285,0.5,−425,Doubles,ATL Braves,BOS Red Sox
1641,Marcell Ozuna,0.5,+280,0.5,−425,Doubles,ATL Braves,BOS Red Sox
1642,Matt Olson,0.5,+380,0.5,−600,Doubles,ATL Braves,BOS Red Sox
1643,Michael Harris,0.5,+350,0.5,−550,Doubles,ATL Braves,BOS Red Sox
1644,Orlando Arcia,0.5,+330,0.5,−525,Doubles,ATL Braves,BOS Red Sox
1645,Ozzie Albies,0.5,+295,0.5,−450,Doubles,ATL Braves,BOS Red Sox
1646,Rafael Devers,0.5,+310,0.5,−475,Doubles,ATL Braves,BOS Red Sox
1647,Reese McGuire,0.5,+500,0.5,−1000,Doubles,ATL Braves,BOS Red Sox
1648,Ronald Acuna Jr.,0.5,+255,0.5,−370,Doubles,ATL Braves,BOS Red Sox
1649,Travis d'Arnaud,0.5,+340,0.5,−550,Doubles,ATL Braves,BOS Red Sox
1650,Tyler O'Neill,0.5,+290,0.5,−425,Doubles,ATL Braves,BOS Red Sox
1651,Vaughn Grissom,0.5,+310,0.5,−475,Doubles,ATL Braves,BOS Red Sox
1652,Wilyer Abreu,0.5,+400,0.5,−700,Doubles,ATL Braves,BOS Red Sox
1653,Jarren Duran,0.5,+1100,0.5,−10000,Triples,ATL Braves,BOS Red Sox
1654,Austin Riley,0.5,+215,0.5,−300,Walks,ATL Braves,BOS Red Sox
1655,Dominic Smith,0.5,+170,0.5,−235,Walks,ATL Braves,BOS Red Sox
1656,Garrett Cooper,0.5,+235,0.5,−340,Walks,ATL Braves,BOS Red Sox
1657,Jarred Kelenic,0.5,+275,0.5,−400,Walks,ATL Braves,BOS Red Sox
1658,Jarren Duran,0.5,+150,0.5,−205,Walks,ATL Braves,BOS Red Sox
1659,Marcell Ozuna,0.5,+235,0.5,−340,Walks,ATL Braves,BOS Red Sox
1660,Matt Olson,0.5,−105,0.5,−130,Walks,ATL Braves,BOS Red Sox
1661,Michael Harris,0.5,+340,0.5,−525,Walks,ATL Braves,BOS Red Sox
1662,Orlando Arcia,0.5,+360,0.5,−575,Walks,ATL Braves,BOS Red Sox
1663,Ozzie Albies,0.5,+195,0.5,−270,Walks,ATL Braves,BOS Red Sox
1664,Rafael Devers,0.5,+105,0.5,−140,Walks,ATL Braves,BOS Red Sox
1665,Reese McGuire,0.5,+220,0.5,−310,Walks,ATL Braves,BOS Red Sox
1666,Ronald Acuna Jr.,0.5,+160,0.5,−215,Walks,ATL Braves,BOS Red Sox
1667,Travis d'Arnaud,0.5,+320,0.5,−500,Walks,ATL Braves,BOS Red Sox
1668,Tyler O'Neill,0.5,+140,0.5,−190,Walks,ATL Braves,BOS Red Sox
1669,Vaughn Grissom,0.5,+295,0.5,−450,Walks,ATL Braves,BOS Red Sox
1670,Wilyer Abreu,0.5,+135,0.5,−180,Walks,ATL Braves,BOS Red Sox
1671,Christopher Morel,0.5,+245,0.5,−360,Home Runs,CHI Cubs,SD Padres
1672,Cody Bellinger,0.5,+340,0.5,−550,Home Runs,CHI Cubs,SD Padres
1673,Dansby Swanson,0.5,+360,0.5,−575,Home Runs,CHI Cubs,SD Padres
1674,Donovan Solano,0.5,+550,0.5,−1100,Home Runs,CHI Cubs,SD Padres
1675,Fernando Tatis Jr.,0.5,+265,0.5,−390,Home Runs,CHI Cubs,SD Padres
1676,Ha-Seong Kim,0.5,+600,0.5,−1400,Home Runs,CHI Cubs,SD Padres
1677,Ian Happ,0.5,+425,0.5,−750,Home Runs,CHI Cubs,SD Padres
1678,Jake Cronenworth,0.5,+650,0.5,−1600,Home Runs,CHI Cubs,SD Padres
1679,Jose Azocar,0.5,+850,0.5,−2500,Home Runs,CHI Cubs,SD Padres
1680,Jurickson Profar,0.5,+550,0.5,−1000,Home Runs,CHI Cubs,SD Padres
1681,Kyle Higashioka,0.5,+425,0.5,−750,Home Runs,CHI Cubs,SD Padres
1682,Manny Machado,0.5,+320,0.5,−475,Home Runs,CHI Cubs,SD Padres
1683,Michael Busch,0.5,+450,0.5,−800,Home Runs,CHI Cubs,SD Padres
1684,Miguel Amaya,0.5,+500,0.5,−1000,Home Runs,CHI Cubs,SD Padres
1685,Mike Tauchman,0.5,+650,0.5,−1400,Home Runs,CHI Cubs,SD Padres
1686,Nico Hoerner,0.5,+650,0.5,−1600,Home Runs,CHI Cubs,SD Padres
1687,Pete Crow-Armstrong,0.5,+500,0.5,−1000,Home Runs,CHI Cubs,SD Padres
1688,Xander Bogaerts,0.5,+500,0.5,−900,Home Runs,CHI Cubs,SD Padres
1689,Christopher Morel,,+650,,−1400,1st Home Run,CHI Cubs,SD Padres
1690,Cody Bellinger,,+850,,−2500,1st Home Run,CHI Cubs,SD Padres
1691,Dansby Swanson,,+1000,,−5000,1st Home Run,CHI Cubs,SD Padres
1692,Donovan Solano,,+1200,,,1st Home Run,CHI Cubs,SD Padres
1693,Fernando Tatis Jr.,,+650,,−1400,1st Home Run,CHI Cubs,SD Padres
1694,Ha-Seong Kim,,+1400,,,1st Home Run,CHI Cubs,SD Padres
1695,Ian Happ,,+1100,,−10000,1st Home Run,CHI Cubs,SD Padres
1696,Jake Cronenworth,,+1400,,,1st Home Run,CHI Cubs,SD Padres
1697,Jose Azocar,,+1800,,,1st Home Run,CHI Cubs,SD Padres
1698,Jurickson Profar,,+1100,,−8000,1st Home Run,CHI Cubs,SD Padres
1699,Kyle Higashioka,,+1000,,−5000,1st Home Run,CHI Cubs,SD Padres
1700,Manny Machado,,+750,,−2000,1st Home Run,CHI Cubs,SD Padres
1701,Michael Busch,,+1300,,,1st Home Run,CHI Cubs,SD Padres
1702,Miguel Amaya,,+1400,,,1st Home Run,CHI Cubs,SD Padres
1703,Mike Tauchman,,+1400,,,1st Home Run,CHI Cubs,SD Padres
1704,Nico Hoerner,,+1200,,−10000,1st Home Run,CHI Cubs,SD Padres
1705,Pete Crow-Armstrong,,+1500,,,1st Home Run,CHI Cubs,SD Padres
1706,Xander Bogaerts,,+1100,,−8000,1st Home Run,CHI Cubs,SD Padres
1707,Christopher Morel,0.5,−230,0.5,+170,Hits,CHI Cubs,SD Padres
1708,Cody Bellinger,0.5,−250,0.5,+180,Hits,CHI Cubs,SD Padres
1709,Dansby Swanson,0.5,−195,0.5,+145,Hits,CHI Cubs,SD Padres
1710,Donovan Solano,0.5,−220,0.5,+160,Hits,CHI Cubs,SD Padres
1711,Fernando Tatis Jr.,0.5,−260,0.5,+190,Hits,CHI Cubs,SD Padres
1712,Ha-Seong Kim,0.5,−165,0.5,+125,Hits,CHI Cubs,SD Padres
1713,Ian Happ,0.5,−205,0.5,+150,Hits,CHI Cubs,SD Padres
1714,Jake Cronenworth,0.5,−205,0.5,+150,Hits,CHI Cubs,SD Padres
1715,Jose Azocar,0.5,−170,0.5,+130,Hits,CHI Cubs,SD Padres
1716,Jurickson Profar,0.5,−240,0.5,+175,Hits,CHI Cubs,SD Padres
1717,Kyle Higashioka,0.5,−130,0.5,+100,Hits,CHI Cubs,SD Padres
1718,Manny Machado,0.5,−230,0.5,+170,Hits,CHI Cubs,SD Padres
1719,Michael Busch,0.5,−160,0.5,+120,Hits,CHI Cubs,SD Padres
1720,Miguel Amaya,0.5,−145,0.5,+110,Hits,CHI Cubs,SD Padres
1721,Mike Tauchman,0.5,−200,0.5,+150,Hits,CHI Cubs,SD Padres
1722,Nico Hoerner,1.5,+160,1.5,−220,Hits,CHI Cubs,SD Padres
1723,Pete Crow-Armstrong,0.5,−150,0.5,+115,Hits,CHI Cubs,SD Padres
1724,Xander Bogaerts,0.5,−220,0.5,+160,Hits,CHI Cubs,SD Padres
1725,Christopher Morel,1.5,+100,1.5,−135,Total Bases,CHI Cubs,SD Padres
1726,Cody Bellinger,1.5,+100,1.5,−135,Total Bases,CHI Cubs,SD Padres
1727,Dansby Swanson,1.5,+130,1.5,−175,Total Bases,CHI Cubs,SD Padres
1728,Donovan Solano,1.5,+135,1.5,−180,Total Bases,CHI Cubs,SD Padres
1729,Fernando Tatis Jr.,1.5,−105,1.5,−130,Total Bases,CHI Cubs,SD Padres
1730,Ha-Seong Kim,0.5,−165,0.5,+125,Total Bases,CHI Cubs,SD Padres
1731,Ian Happ,1.5,+125,1.5,−165,Total Bases,CHI Cubs,SD Padres
1732,Jake Cronenworth,1.5,+150,1.5,−200,Total Bases,CHI Cubs,SD Padres
1733,Jose Azocar,0.5,−170,0.5,+130,Total Bases,CHI Cubs,SD Padres
1734,Jurickson Profar,1.5,+125,1.5,−170,Total Bases,CHI Cubs,SD Padres
1735,Kyle Higashioka,0.5,−130,0.5,+100,Total Bases,CHI Cubs,SD Padres
1736,Manny Machado,1.5,+115,1.5,−150,Total Bases,CHI Cubs,SD Padres
1737,Michael Busch,0.5,−160,0.5,+120,Total Bases,CHI Cubs,SD Padres
1738,Miguel Amaya,0.5,−145,0.5,+110,Total Bases,CHI Cubs,SD Padres
1739,Mike Tauchman,0.5,−200,0.5,+150,Total Bases,CHI Cubs,SD Padres
1740,Nico Hoerner,1.5,+105,1.5,−140,Total Bases,CHI Cubs,SD Padres
1741,Pete Crow-Armstrong,0.5,−145,0.5,+110,Total Bases,CHI Cubs,SD Padres
1742,Xander Bogaerts,1.5,+140,1.5,−190,Total Bases,CHI Cubs,SD Padres
1743,Christopher Morel,0.5,+110,0.5,−145,RBIs,CHI Cubs,SD Padres
1744,Cody Bellinger,0.5,+120,0.5,−160,RBIs,CHI Cubs,SD Padres
1745,Dansby Swanson,0.5,+160,0.5,−220,RBIs,CHI Cubs,SD Padres
1746,Donovan Solano,0.5,+195,0.5,−275,RBIs,CHI Cubs,SD Padres
1747,Fernando Tatis Jr.,0.5,+155,0.5,−210,RBIs,CHI Cubs,SD Padres
1748,Ha-Seong Kim,0.5,+220,0.5,−310,RBIs,CHI Cubs,SD Padres
