visitor_ab,visitor_sac_hits,visitor_sac_flies,visitor_hbp,visitor_walks,visitor_int_walks,visitor_,home_ab,home_sac_hits,home_sac_flies,home_hbp,home_walks,home_int_walks,visitor_pa,home_pa
30,1,1,1,6,0,0,27,0,0,0,7,0,39,34
35,0,1,0,4,0,0,32,1,0,0,2,0,40,35
29,0,1,1,4,0,0,33,0,0,0,5,0,35,38
36,0,1,1,4,0,0,35,0,1,1,3,1,42,41
43,0,0,1,2,0,0,38,0,0,0,2,0,46,40
33,0,0,0,2,0,0,33,0,0,0,7,0,35,40
38,0,0,1,2,0,0,34,0,0,1,1,0,41,36
29,0,0,1,5,0,0,29,0,0,0,3,0,35,32
33,0,0,0,2,0,0,40,0,0,1,4,0,35,45
33,0,0,0,6,0,0,33,1,0,0,3,0,39,37
35,0,0,0,2,0,0,31,0,0,1,0,0,37,32
31,0,0,0,2,0,0,34,0,1,0,2,0,33,37
30,1,0,1,2,0,0,31,0,0,0,3,0,34,34
31,0,0,0,1,0,0,34,0,1,0,0,0,32,35
37,0,0,0,3,1,0,33,1,0,0,2,0,41,36
39,0,0,0,6,0,0,32,2,0,0,2,0,45,36
34,0,0,0,2,0,0,36,0,0,0,2,0,36,38
36,0,1,0,7,0,0,38,0,1,0,3,0,44,42
38,0,0,0,1,0,0,32,0,2,1,3,0,39,38
37,0,2,0,4,1,0,35,0,0,0,3,1,44,39
39,0,2,1,3,0,0,37,0,0,0,4,0,45,41
32,0,1,0,1,0,0,28,0,0,0,0,0,34,28
35,0,1,0,3,0,0,40,0,0,0,2,0,39,42
42,0,0,0,8,0,0,41,1,0,0,8,5,50,55
28,0,0,0,1,0,0,28,0,0,2,1,0,29,31
37,0,0,1,9,0,0,41,0,0,0,6,1,47,48
33,0,0,0,7,0,0,34,0,0,0,1,0,40,35
31,0,0,1,1,0,0,26,0,0,0,4,0,33,30
30,0,0,0,1,0,0,30,0,1,0,3,0,31,34
39,1,0,1,3,0,0,35,0,0,0,3,0,44,38
30,1,1,1,0,0,0,32,0,0,1,2,1,33,36
33,0,0,0,2,0,0,33,0,0,0,1,0,35,34
30,1,0,0,6,0,0,28,0,0,0,2,0,37,30
35,0,1,2,1,0,0,35,0,0,1,2,0,39,38
33,0,0,0,4,0,0,28,0,0,0,4,0,37,32
30,0,0,0,2,0,0,30,0,0,0,11,1,32,42
32,0,1,0,3,0,0,29,0,0,0,6,0,36,35
36,0,0,1,4,0,0,40,0,0,0,1,0,41,41
39,0,1,1,6,0,0,37,0,0,0,2,1,47,40
30,0,0,0,2,0,0,29,0,0,0,2,0,32,31
41,0,1,0,7,1,0,33,0,3,0,6,0,50,42
32,1,0,0,3,0,0,33,0,0,0,2,0,36,35
34,0,0,0,4,0,0,29,0,1,2,2,0,38,34
36,0,0,0,3,0,0,37,3,0,0,4,1,39,45
35,0,0,0,1,0,0,31,0,0,1,3,0,36,35
31,0,0,0,3,0,0,35,0,0,0,4,0,34,39
33,0,0,3,2,0,0,31,0,0,0,3,0,38,34
33,0,1,1,5,0,0,32,1,0,0,3,0,40,36
35,1,0,1,5,1,0,37,0,0,1,1,0,43,39
38,0,0,1,7,0,0,32,0,0,0,2,0,46,34
30,0,0,1,5,0,0,32,0,0,0,3,0,36,35
32,0,0,0,5,0,0,30,0,0,0,1,0,37,31
42,0,1,0,2,0,0,38,0,0,0,5,0,45,43
42,0,0,0,5,0,0,32,0,0,0,2,0,47,34
35,0,0,0,2,0,0,29,0,0,0,3,0,37,32
35,0,0,2,4,0,0,34,0,0,2,10,0,41,46
33,0,1,0,3,0,0,35,0,0,1,4,0,37,40
35,0,0,0,4,0,0,32,1,0,1,2,0,39,36
39,1,0,0,3,0,0,35,0,0,0,11,0,43,46
40,0,0,1,5,0,0,39,0,0,0,4,2,46,45
48,1,1,0,1,0,0,49,2,0,1,2,1,51,55
44,0,1,0,4,0,0,38,0,0,2,1,0,49,41
40,0,1,0,6,0,0,35,0,0,1,7,0,47,43
30,0,0,0,0,0,0,31,0,0,0,3,1,30,35
42,0,0,0,3,0,0,35,0,0,0,3,0,45,38
37,0,0,1,5,0,0,38,0,0,0,1,0,43,39
35,0,1,1,5,0,0,39,0,0,0,1,0,42,40
36,0,0,0,1,0,0,37,0,1,2,1,0,37,41
45,0,1,0,5,0,0,37,0,1,0,6,0,51,44
27,0,0,1,5,0,0,32,0,0,0,0,0,33,32
30,0,0,1,1,0,0,32,0,1,1,1,0,32,35
31,0,0,0,1,0,0,32,0,0,1,4,0,32,37
40,0,1,0,7,0,0,39,0,0,0,3,0,48,42
35,0,0,0,1,0,0,37,0,0,0,2,0,36,39
33,0,0,0,2,0,0,31,0,0,0,6,0,35,37
33,0,0,0,3,0,0,33,0,0,1,1,0,36,35
30,0,0,0,1,0,0,26,0,0,0,4,0,31,30
36,0,0,2,1,0,0,29,0,0,1,3,0,39,33
34,0,0,0,0,0,0,31,0,1,1,2,0,34,35
32,0,1,0,4,0,0,32,0,0,0,4,0,37,36
36,0,0,0,6,0,0,33,0,0,0,4,0,42,37
34,0,1,1,3,0,0,37,0,1,1,4,1,39,44
36,0,0,0,5,0,0,32,0,0,0,2,0,41,34
30,0,1,0,1,0,0,30,0,0,3,0,0,32,33
34,0,0,0,2,0,0,37,0,0,0,2,0,36,39
33,0,1,0,4,0,0,35,0,0,2,5,0,38,42
34,0,0,0,5,0,0,32,0,0,1,7,0,39,40
33,0,0,1,4,0,0,32,0,1,2,4,0,38,39
34,0,1,1,6,0,0,32,0,0,0,3,0,42,35
33,1,0,2,2,0,0,31,0,1,0,7,1,38,40
37,0,1,0,4,0,0,30,1,0,1,6,0,42,38
36,0,0,0,2,0,0,35,0,0,0,3,0,38,38
33,0,0,0,2,0,1,31,0,0,0,0,0,36,31
31,0,0,0,7,0,0,31,0,0,0,2,0,38,33
36,0,0,0,3,0,0,29,0,1,0,1,1,39,32
33,0,0,0,0,0,0,32,0,0,0,2,0,33,34
35,1,0,0,5,0,0,33,0,0,0,5,0,41,38
36,0,0,0,6,0,0,33,0,2,1,4,0,42,40
34,0,0,0,1,0,0,30,0,1,0,3,0,35,34
33,1,0,0,1,0,0,31,1,0,0,6,0,35,38
32,0,0,1,5,0,0,33,0,0,0,1,0,38,34
35,1,0,0,4,0,0,36,0,0,0,6,0,40,42
35,0,0,1,4,0,0,28,0,0,0,2,0,40,30
35,0,1,1,4,0,0,30,0,0,0,0,0,41,30
34,0,0,0,2,0,0,35,1,0,0,3,1,36,40
34,0,0,0,4,0,0,30,0,0,0,6,0,38,36
39,0,0,0,5,0,0,34,0,0,0,5,0,44,39
33,0,1,1,3,0,0,33,0,0,0,2,0,38,35
32,0,0,0,2,0,0,29,0,0,0,6,1,34,36
35,0,0,1,0,0,0,31,0,0,0,3,0,36,34
31,0,0,0,5,0,0,38,0,0,0,2,0,36,40
32,1,1,1,7,1,0,36,0,0,0,4,2,43,42
35,0,0,2,3,0,0,33,0,1,1,6,0,40,41
39,0,0,1,0,0,0,32,0,0,1,2,0,40,35
33,0,1,1,3,0,0,32,0,0,0,3,0,38,35
33,0,0,0,3,0,0,31,0,0,0,1,0,36,32
34,0,0,0,2,0,0,31,0,0,1,3,0,36,35
33,0,0,1,2,0,0,30,0,0,2,3,0,36,35
38,0,0,1,5,0,0,30,0,0,1,2,0,44,33
34,0,0,0,1,0,0,29,0,0,0,1,0,35,30
37,0,0,1,2,0,0,35,0,0,0,5,0,40,40
33,0,0,0,1,0,0,33,0,2,0,0,0,34,35
33,0,0,0,1,0,0,30,0,0,0,4,0,34,34
37,0,0,0,4,0,0,34,0,0,0,3,0,41,37
30,0,0,0,4,0,0,31,0,0,0,7,1,34,39
37,0,0,0,3,0,0,31,0,0,0,6,0,40,37
33,0,0,0,2,0,0,31,0,0,0,7,0,35,38
38,0,0,0,2,0,0,33,0,0,0,4,0,40,37
34,0,1,1,8,0,0,30,0,0,0,1,0,44,31
37,0,1,0,4,0,1,35,0,2,0,5,2,43,44
37,0,0,0,5,0,0,34,0,0,0,2,0,42,36
35,0,2,0,4,0,0,30,0,1,0,2,0,41,33
40,0,0,0,3,0,0,30,0,0,0,2,0,43,32
39,1,1,0,8,1,0,40,1,0,0,7,1,50,49
27,0,0,2,2,0,0,29,0,0,1,3,0,31,33
32,0,1,0,2,0,0,31,1,0,0,2,1,35,35
36,0,0,0,6,0,0,35,0,1,0,2,0,42,38
33,0,0,0,0,0,0,31,0,0,0,5,1,33,37
34,0,0,1,2,0,0,34,0,0,0,9,0,37,43
35,0,1,1,1,0,0,31,0,1,1,3,0,38,36
36,0,2,0,0,0,0,31,1,0,2,2,0,38,36
30,0,0,0,2,0,0,29,0,0,0,1,0,32,30
31,0,0,0,4,1,0,34,0,0,1,1,0,36,36
34,0,0,0,2,0,0,35,0,0,0,1,0,36,36
36,0,1,1,4,0,0,32,0,0,0,4,0,42,36
33,0,0,0,3,0,0,30,0,0,0,0,0,36,30
33,0,0,0,7,0,0,36,0,0,1,3,0,40,40
37,0,0,1,3,0,0,34,0,0,0,7,0,41,41
32,1,1,1,1,0,0,30,0,0,0,2,0,36,32
33,0,0,0,6,0,0,32,0,1,0,3,0,39,36
30,0,0,0,3,0,0,27,0,0,1,4,0,33,32
34,0,0,0,3,0,0,30,0,0,0,1,0,37,31
30,0,0,0,3,0,0,26,0,0,0,4,0,33,30
30,0,0,1,5,1,0,35,0,0,0,2,1,37,38
33,0,1,0,4,0,0,30,0,0,0,3,0,38,33
36,0,0,1,4,0,0,34,0,0,2,6,0,41,42
33,1,0,1,4,0,0,35,0,0,1,0,0,39,36
42,0,0,0,4,0,0,31,0,0,0,5,0,46,36
34,0,1,0,0,0,0,34,0,0,1,2,0,35,37
31,0,0,1,0,0,0,30,1,0,1,1,1,32,34
37,0,1,0,4,0,0,33,0,0,1,5,0,42,39
33,0,0,0,1,0,0,42,0,0,0,5,0,34,47
33,0,2,2,4,0,0,37,0,0,0,1,0,41,38
40,0,0,2,2,1,0,33,0,0,0,2,0,45,35
39,0,0,0,4,0,0,40,0,0,0,4,0,43,44
35,1,2,0,5,0,0,36,0,0,0,3,0,43,39
49,0,0,0,7,1,0,45,0,0,0,4,2,57,51
29,0,0,1,1,0,0,28,0,0,1,10,0,31,39
32,0,1,0,5,0,0,34,0,1,0,2,0,38,37
32,0,0,0,3,0,0,38,0,1,1,8,0,35,48
35,0,1,0,2,0,0,35,0,2,1,2,0,38,40
43,0,1,0,5,0,0,33,0,0,0,2,0,49,35
43,0,0,0,3,0,0,33,0,0,1,1,0,46,35
33,0,1,0,3,0,0,32,0,0,1,3,0,37,36
35,0,1,0,6,0,0,31,0,0,0,2,0,42,33
38,0,0,1,4,0,0,37,0,0,0,1,0,43,38
34,0,0,0,10,1,0,34,0,0,0,0,0,45,34
31,1,0,0,4,0,0,30,0,0,0,2,0,36,32
36,1,0,2,3,0,0,34,0,0,0,3,0,42,37
34,0,0,0,4,0,0,37,0,0,0,3,1,38,41
37,0,0,1,5,0,0,33,0,0,0,1,0,43,34
34,0,0,1,3,0,0,31,0,1,0,4,0,38,36
36,0,0,0,6,0,0,34,0,0,0,1,0,42,35
35,0,0,1,1,0,0,34,0,0,0,7,1,37,42
35,0,0,0,0,0,0,32,0,1,1,1,0,35,35
34,0,0,0,4,0,0,36,0,0,0,3,0,38,39
34,0,1,0,0,0,0,39,0,0,1,1,0,35,41
31,0,0,0,2,0,0,31,0,0,0,5,0,33,36
32,0,0,0,2,0,0,32,0,1,1,2,0,34,36
50,0,0,1,4,1,0,47,0,0,1,7,2,56,57
34,0,0,2,0,0,0,32,0,0,0,3,0,36,35
33,0,1,0,4,0,0,36,0,0,0,3,0,38,39
36,0,0,0,7,0,0,36,0,0,1,3,0,43,40
36,0,0,0,1,0,0,32,0,1,0,5,0,37,38
33,0,0,0,1,0,0,30,0,1,0,2,0,34,33
39,0,0,1,6,0,0,35,0,0,2,3,0,46,40
34,1,0,0,2,0,0,33,0,0,0,9,0,37,42
33,1,1,1,2,0,0,35,0,0,1,5,0,38,41
33,0,0,0,6,0,0,32,0,0,0,1,0,39,33
30,0,0,0,1,0,0,33,1,0,0,2,0,31,36
33,0,0,1,8,0,0,38,0,1,1,3,0,42,43
31,0,0,1,6,0,0,36,0,0,0,1,0,38,37
42,0,0,0,2,0,0,28,0,0,0,3,0,44,31
39,0,1,0,7,0,0,38,0,0,0,2,1,47,41
32,0,1,0,5,1,0,29,1,0,0,7,0,39,37
34,0,0,0,3,0,0,32,0,1,0,4,0,37,37
33,0,0,1,5,1,0,39,0,0,0,5,0,40,44
34,0,0,0,2,0,0,34,0,0,1,1,0,36,36
30,0,0,0,1,0,0,32,0,0,0,3,1,31,36
38,0,0,0,4,0,0,37,0,0,0,6,1,42,44
39,0,0,1,4,0,0,34,0,1,0,4,1,44,40
34,0,0,0,1,0,0,34,0,0,0,1,0,35,35
35,0,0,1,1,0,0,31,0,1,0,2,0,37,34
31,0,0,0,1,0,0,35,0,0,0,1,0,32,36
34,0,0,0,4,0,0,30,0,0,0,5,0,38,35
38,0,0,0,5,0,0,42,0,0,2,3,0,43,47
39,0,1,1,7,0,0,30,0,1,0,3,0,48,34
32,0,0,1,5,0,0,41,0,0,0,6,0,38,47
35,0,0,0,3,0,0,30,0,0,0,3,0,38,33
33,0,0,0,3,0,0,27,0,2,0,5,1,36,35
38,0,0,1,5,0,0,29,0,0,0,4,0,44,33
37,0,0,1,5,0,0,32,0,0,1,3,0,43,36
33,0,0,0,4,0,0,32,0,1,0,2,0,37,35
27,0,0,0,0,0,0,28,0,1,0,2,0,27,31
33,0,0,0,4,0,0,32,0,0,0,7,0,37,39
34,0,0,0,1,0,0,26,0,1,1,1,0,35,29
35,0,0,0,0,0,0,33,0,0,1,3,0,35,37
33,0,0,0,5,0,0,33,0,0,0,3,0,38,36
34,0,2,1,5,0,0,33,0,1,0,1,0,42,35
41,0,0,0,1,0,0,34,0,0,0,6,0,42,40
32,0,0,0,1,0,0,35,0,2,0,7,0,33,44
35,0,0,1,0,0,0,33,0,0,0,3,0,36,36
35,0,0,1,2,0,0,30,0,0,1,3,0,38,34
31,1,0,0,3,1,0,29,0,0,0,1,0,36,30
35,0,1,1,0,0,0,29,0,1,1,2,1,37,34
33,0,0,0,1,0,0,32,0,0,0,0,0,34,32
37,1,0,0,6,1,0,35,0,0,1,1,0,45,37
32,0,0,0,2,0,0,28,0,0,0,3,0,34,31
32,0,1,0,1,0,0,30,0,1,0,2,0,34,33
32,0,0,0,2,0,0,33,0,0,0,5,0,34,38
38,0,1,0,3,0,0,37,0,1,0,4,0,42,42
39,1,0,1,3,0,0,40,0,0,0,3,0,44,43
30,0,0,1,1,0,0,31,0,0,0,1,0,32,32
31,0,0,0,3,0,0,32,0,0,0,2,0,34,34
34,0,0,0,1,0,0,31,0,1,0,5,0,35,37
29,0,0,1,0,0,0,28,0,1,0,2,0,30,31
28,0,0,1,6,0,0,30,0,0,1,2,0,35,33
33,2,0,1,5,0,0,30,0,0,0,4,0,41,34
32,0,0,0,3,0,0,31,0,0,0,3,0,35,34
38,0,0,0,0,0,0,32,1,0,0,2,0,38,35
29,0,3,1,5,0,0,35,0,0,0,4,0,38,39
33,0,0,1,8,0,0,41,0,0,0,0,0,42,41
31,0,0,1,4,0,0,32,0,1,0,3,1,36,37
31,0,0,0,3,0,0,30,1,1,0,1,0,34,33
30,0,0,0,0,0,0,26,0,0,0,8,0,30,34
35,0,0,1,4,1,0,33,0,0,2,5,0,41,40
35,0,0,0,3,0,0,36,0,1,0,5,0,38,42
45,0,0,0,3,1,0,39,0,1,0,6,1,49,47
38,0,0,0,3,0,0,33,0,0,0,5,0,41,38
37,0,0,0,9,0,0,34,0,1,0,6,0,46,41
35,1,0,1,3,0,0,31,0,0,0,2,0,40,33
41,0,0,2,5,0,0,33,0,0,0,2,0,48,35
38,0,0,0,2,0,0,33,0,0,0,5,1,40,39
31,0,1,0,2,0,0,33,0,0,0,5,0,34,38
30,0,0,0,0,0,0,28,0,0,1,3,0,30,32
29,0,0,1,2,0,0,26,0,0,0,4,0,32,30
40,0,0,0,10,0,0,34,0,0,0,5,0,50,39
33,0,0,0,5,0,0,30,0,0,2,4,0,38,36
32,0,0,0,3,0,0,37,0,0,1,5,0,35,43
36,0,0,0,2,0,0,31,0,0,0,2,0,38,33
37,0,0,0,5,1,0,32,0,0,0,2,0,43,34
33,0,0,0,2,0,0,34,0,0,0,6,0,35,40
35,0,1,1,2,0,0,35,0,0,1,3,0,39,39
38,0,0,0,2,0,0,31,0,0,0,4,1,40,36
31,0,0,1,3,0,0,33,0,0,0,2,0,35,35
36,0,0,0,3,0,0,32,0,0,1,2,0,39,35
35,0,0,0,2,0,0,30,0,0,0,1,0,37,31
35,0,1,0,8,0,0,35,0,0,0,1,0,44,36
28,0,0,0,4,0,0,33,0,0,0,1,0,32,34
36,0,0,0,2,0,0,32,0,0,0,3,0,38,35
34,0,0,0,4,0,0,35,0,1,0,3,1,38,40
37,0,0,0,4,0,0,32,0,0,1,1,0,41,34
36,0,0,0,5,0,0,37,0,2,0,4,1,41,44
30,0,0,0,1,0,0,29,0,0,2,2,0,31,33
52,0,1,0,1,0,0,30,0,0,1,3,0,54,34
37,0,0,1,2,0,0,29,0,1,0,3,1,40,34
28,0,0,0,2,0,0,32,0,0,0,6,0,30,38
35,0,0,0,4,0,0,40,0,1,0,3,0,39,44
35,0,2,1,3,0,0,31,0,0,0,3,0,41,34
32,0,0,0,1,0,0,28,0,0,0,1,0,33,29
35,0,0,0,7,0,0,38,0,0,0,5,1,42,44
37,0,0,0,3,1,0,33,0,0,1,3,0,41,37
31,0,0,0,3,0,0,31,0,1,0,3,0,34,35
33,0,0,0,5,0,0,30,0,1,0,4,0,38,35
29,0,2,0,3,0,0,29,0,0,0,1,0,34,30
36,0,0,0,4,0,0,35,0,1,2,2,0,40,40
39,0,0,0,4,0,0,32,0,1,1,3,0,43,37
35,0,1,0,3,0,0,33,0,0,1,5,0,39,39
33,0,0,1,1,0,0,34,0,0,0,5,0,35,39
34,0,0,0,1,0,0,34,1,0,1,3,0,35,39
36,0,0,1,1,0,0,34,0,2,0,3,0,38,39
40,0,1,1,4,0,0,33,0,0,0,4,0,46,37
32,0,0,1,3,1,0,34,0,0,0,2,0,37,36
38,0,0,1,5,0,0,33,0,0,0,9,0,44,42
38,0,0,1,2,0,0,30,0,0,0,2,1,41,33
35,0,0,1,7,0,0,38,0,0,1,4,0,43,43
30,0,0,0,0,0,0,32,0,0,1,11,0,30,44
34,0,0,0,4,0,0,28,0,0,0,5,0,38,33
30,0,0,0,0,0,0,28,0,0,2,3,1,30,34
33,0,1,0,5,0,0,30,0,0,0,6,0,39,36
41,0,0,0,3,0,0,33,0,0,0,2,0,44,35
33,0,1,0,7,0,0,34,0,1,0,2,0,41,37
43,1,1,0,3,0,0,29,0,0,0,2,0,48,31
35,0,1,2,3,0,0,34,0,0,0,2,0,41,36
48,0,0,0,1,0,0,30,0,0,0,5,0,49,35
41,0,0,0,4,0,0,35,0,0,0,2,0,45,37
39,0,0,1,5,0,0,34,0,0,0,1,0,45,35
31,0,2,0,6,0,0,29,0,0,1,2,0,39,32
43,0,0,0,3,0,1,30,0,0,1,7,0,47,38
41,0,0,1,9,0,0,39,0,0,0,5,0,51,44
34,0,0,0,1,0,0,32,0,0,0,9,0,35,41
35,0,0,3,4,0,0,34,0,0,0,0,0,42,34
34,0,0,0,2,0,1,32,0,0,0,1,0,37,33
41,1,0,0,1,0,0,34,0,0,1,3,0,43,38
34,0,0,1,6,0,0,34,0,1,1,2,0,41,38
31,1,0,0,4,0,0,30,0,0,0,0,0,36,30
35,0,1,0,5,1,0,31,0,0,1,1,0,42,33
37,0,0,1,3,0,0,32,0,1,1,5,0,41,39
38,0,0,1,2,0,0,36,0,1,1,2,0,41,40
32,0,1,0,3,0,0,32,0,0,1,1,0,36,34
37,0,0,0,9,2,0,37,0,0,1,7,0,48,45
37,0,0,0,2,0,0,30,0,0,1,2,0,39,33
32,0,0,0,5,0,0,38,0,0,0,2,0,37,40
31,0,0,0,1,0,0,34,0,1,0,4,0,32,39
35,0,0,1,5,0,0,33,0,0,0,5,0,41,38
36,0,0,1,3,0,0,38,0,0,1,2,0,40,41
33,0,0,0,5,0,0,32,0,0,0,1,1,38,34
33,0,1,0,3,1,0,31,1,1,1,4,0,38,38
29,0,0,1,3,0,0,34,0,1,0,1,0,33,36
36,0,0,0,3,0,0,36,0,0,0,3,0,39,39
35,0,0,0,4,0,0,33,0,0,0,0,0,39,33
32,0,0,0,3,0,0,44,0,0,1,0,0,35,45
38,0,0,0,7,0,0,35,0,0,0,5,0,45,40
38,0,0,0,7,0,0,39,0,0,0,3,0,45,42
32,1,1,1,1,0,0,31,0,0,1,4,0,36,36
34,0,0,1,2,1,0,30,0,0,0,8,1,38,39
32,0,0,0,1,0,0,29,0,1,0,3,0,33,33
34,0,0,1,2,0,0,35,0,0,0,4,1,37,40
37,0,1,0,4,0,0,34,0,1,0,8,1,42,44
35,0,0,0,5,0,0,33,0,0,0,1,0,40,34
31,0,0,1,2,0,0,29,0,0,0,6,0,34,35
30,0,1,1,5,0,0,36,0,0,0,0,0,37,36
38,0,0,1,3,0,0,30,0,0,1,5,0,42,36
35,0,1,0,6,1,0,36,0,0,0,5,1,43,42
38,0,2,0,4,1,0,40,0,0,0,3,0,45,43
38,0,0,0,4,0,0,33,0,1,0,3,0,42,37
27,0,0,1,1,0,0,26,0,1,0,2,0,29,29
32,0,0,0,2,0,0,29,0,1,0,3,0,34,33
34,0,0,0,0,0,0,43,0,0,0,4,0,34,47
42,1,0,2,3,0,0,29,0,0,0,0,0,48,29
35,0,1,0,1,0,0,32,0,0,0,2,0,37,34
35,0,1,2,5,0,0,34,0,0,1,1,0,43,36
34,0,1,0,4,0,0,30,0,0,0,5,0,39,35
43,0,0,0,5,0,0,35,0,0,1,3,0,48,39
33,0,0,0,2,0,0,30,0,0,4,4,0,35,38
43,0,0,1,2,0,0,33,0,0,1,4,0,46,38
34,0,0,0,3,0,0,28,0,1,0,3,0,37,32
32,0,0,0,3,0,0,30,0,0,0,4,0,35,34
33,0,0,2,3,0,0,35,0,1,1,2,0,38,39
37,0,1,0,8,1,0,33,1,0,0,8,0,47,42
27,0,0,0,1,0,0,28,1,0,0,3,0,28,32
31,0,0,0,2,0,0,30,0,0,0,7,0,33,37
31,0,0,1,1,0,0,28,0,1,0,2,0,33,31
35,0,1,0,3,0,0,32,0,1,1,3,0,39,37
40,0,1,0,6,0,0,39,0,0,0,3,0,47,42
31,0,1,1,3,0,0,30,1,1,0,3,0,36,35
41,0,0,0,4,1,0,34,0,1,0,4,0,46,39
32,0,0,0,5,0,0,27,0,1,0,5,0,37,33
29,0,0,0,1,0,0,28,0,0,0,6,0,30,34
39,0,1,0,4,0,0,36,0,0,0,4,0,44,40
29,0,0,2,6,0,0,36,0,0,0,4,0,37,40
29,0,0,0,2,0,0,35,0,0,0,3,0,31,38
31,0,0,0,6,0,0,31,1,0,1,3,0,37,36
39,0,0,2,3,1,0,37,0,0,0,7,1,45,45
28,0,0,0,1,0,0,27,2,0,0,5,0,29,34
35,0,0,1,1,0,0,29,0,0,0,3,0,37,32
36,2,0,2,3,0,0,35,0,1,0,1,0,43,37
43,0,0,0,5,0,0,39,0,0,0,4,0,48,43
35,0,0,1,3,0,0,36,0,0,0,1,0,39,37
38,0,0,2,4,0,0,38,0,1,0,3,0,44,42
36,0,0,0,3,0,0,35,0,1,0,1,0,39,37
38,0,0,3,5,0,0,32,0,0,2,2,0,46,36
34,0,0,1,3,1,0,29,0,0,0,4,0,39,33
32,1,0,0,2,1,0,32,0,0,0,1,0,36,33
34,0,0,0,4,0,0,34,0,0,0,0,0,38,34
36,0,0,0,1,0,0,35,0,0,0,4,0,37,39
36,0,1,2,2,0,0,28,0,1,0,3,0,41,32
31,0,1,0,1,0,0,26,1,1,1,4,0,33,33
32,0,0,0,3,0,0,32,0,0,0,5,1,35,38
38,0,0,0,4,0,0,32,0,1,0,2,0,42,35
37,0,0,0,1,0,0,34,0,1,1,3,1,38,40
30,0,0,0,3,0,0,31,0,0,0,4,0,33,35
32,0,0,0,3,0,0,28,0,0,0,2,0,35,30
40,0,0,1,5,0,0,38,0,0,2,5,0,46,45
31,0,0,0,3,0,0,35,0,1,0,2,0,34,38
31,0,0,0,2,0,0,32,0,0,0,0,0,33,32
33,0,0,0,3,0,0,32,0,0,0,0,0,36,32
39,0,0,0,5,0,0,35,0,0,2,3,0,44,40
30,0,0,0,5,0,0,30,0,0,0,2,0,35,32
30,0,0,0,1,0,1,30,0,0,1,3,0,32,34
38,0,0,0,4,0,0,34,0,1,0,3,0,42,38
33,0,0,0,3,0,0,31,0,0,0,3,0,36,34
33,0,0,1,3,0,0,34,0,0,0,3,0,37,37
37,0,0,0,1,0,0,31,0,0,0,3,0,38,34
34,0,0,1,1,1,0,29,0,0,0,3,0,37,32
28,0,0,1,1,0,0,29,0,1,0,1,0,30,31
34,0,1,0,5,0,0,31,0,0,1,5,0,40,37
36,0,0,1,4,0,0,36,0,1,0,10,0,41,47
33,0,0,0,1,0,0,33,0,0,1,4,0,34,38
36,0,0,1,3,0,0,36,0,2,2,7,0,40,47
35,0,0,0,5,0,0,33,1,0,0,3,0,40,37
32,0,0,1,4,0,0,29,2,0,0,1,0,37,32
29,0,0,0,2,0,0,32,1,1,0,5,0,31,39
31,0,0,0,0,0,0,35,0,0,0,4,0,31,39
34,0,1,0,2,0,0,31,0,0,1,2,0,37,34
37,0,1,0,2,0,0,35,0,0,2,4,0,40,41
37,0,0,1,4,0,0,33,0,0,1,6,0,42,40
32,0,0,0,4,0,0,32,1,0,1,2,2,36,38
38,0,0,0,3,0,0,33,0,1,0,8,0,41,42
35,0,1,1,4,0,0,35,0,0,2,4,0,41,41
38,0,0,1,3,0,0,32,1,0,0,2,0,42,35
37,0,0,0,5,0,0,43,0,0,0,5,0,42,48
39,0,0,0,4,1,0,34,0,0,0,6,0,44,40
33,0,0,0,3,0,0,31,0,0,0,0,0,36,31
33,0,0,0,4,0,0,29,0,0,0,3,0,37,32
32,0,0,0,1,0,0,35,0,1,0,3,0,33,39
34,0,0,0,6,0,0,33,0,0,0,1,0,40,34
32,0,0,1,3,0,0,34,0,0,0,1,0,36,35
33,0,0,1,3,0,0,32,0,0,0,4,0,37,36
37,0,1,1,3,0,0,31,0,0,0,3,0,42,34
39,0,1,1,7,0,0,34,0,1,0,1,0,48,36
33,0,1,0,5,0,0,31,0,1,0,6,0,39,38
31,0,0,0,1,0,0,34,0,0,0,4,0,32,38
31,0,0,0,1,0,0,31,0,0,1,2,0,32,34
35,0,0,0,0,0,0,27,0,0,0,0,0,35,27
28,0,0,0,2,0,0,32,0,0,0,2,0,30,34
34,0,0,1,1,0,0,39,0,0,0,5,0,36,44
29,0,0,0,4,0,0,27,0,0,0,1,0,33,28
34,0,1,0,3,0,0,35,0,0,0,1,0,38,36
29,0,0,0,4,0,0,33,0,0,0,7,0,33,40
32,0,1,3,4,0,1,26,0,2,0,10,0,41,38
31,0,0,1,3,0,0,32,0,1,0,3,0,35,36
36,0,0,0,5,0,0,30,0,0,0,4,0,41,34
30,0,1,0,3,0,0,36,0,0,0,3,0,34,39
46,0,0,1,1,0,0,37,0,0,2,1,0,48,40
30,0,0,0,3,0,0,32,0,0,1,3,1,33,37
34,0,1,0,5,0,0,38,0,0,2,7,0,40,47
39,0,1,1,11,0,0,36,0,0,0,3,0,52,39
30,0,0,0,0,0,0,32,0,0,0,3,0,30,35
38,0,0,0,1,1,0,37,0,0,1,7,1,40,46
30,0,0,0,3,0,0,27,0,0,0,0,0,33,27
40,0,0,1,5,0,0,33,0,0,0,5,0,46,38
33,0,0,0,3,0,0,30,1,0,0,3,0,36,34
